id,drcog_id,latitude,longitude,crashdate,crashtime,city,countyname,agencyid,agencydetl,agencycode,crashtype,drcogctype,numbkilled,numbinjurd,privpropty,publicland,totlnmtrst,secndcrash,constrzone,schoolzone,onroad,rfintsctrd,drcoglocat,intofstdis,intfstdisu,intofstdir,milepoint,highwaynam,intsthghwy,statehwy,othrroadwy,mioffstdis,miofstdisu,mioffstdir,location,lnposition,harmevscd1,harmevscd2,harmevscd3,harmevscd4,harmevsmst,roadcntgrd,roaddescrp,apovrtktrn,lightngcon,rdconditin,weatherco1,weatherco2,highwaynum,numlnsblkd,rdcntrcurv,ttlvehicle,wildanimal,crashformv,city_street,rrcrossing,roadsurfac,roadcontur,drcog_hp,drcogsvrty,drcogttlpi,drcogttlmi,drcogttlsi,drcogttlk,drcogocc,drcogoccpi,drcogoccmi,drcogoccsi,drcogoccki,drcognm,drcognmpi,drcognmmi,drcognmsi,drcognmk,drcog_vru,drcogmodes,drcogsctr,drcogmoto,drcogped,drcogbike,drcogvehcl,TU1_vmov,TU1_dir,TU1_dacts,TU1_cfacts,TU1_rspeed,TUx_vmov,TUx_dir,TUx_dacts,TUx_cfacts,nm_dir,nm_actions,nm_cfacts,drcogcheck,cdot_flag,drcog_flag,Quarter,day_of_week,hour
256132,2022-32182,39.74839479,-104.99151993,2022-08-29,2026-04-19 10:00:00,DENVER,DENVER,DPD,2/CRT37,,Pedestrian,Pedestrian,0,0,0,0.0,1.0,0.0,0.0,0.0,CHAMPA ST,18TH ST,CHAMPA ST & 18TH ST,0.0,At the intersection,,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,1,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0.0,Straight,1.0,,DR3447,18THS,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making right turn,West,Failed to yield row,Distracted/other exterior,25.0,,,,,West,Traveling along roadway with traffic (in or adjacent to travel lane),No apparent contributing factor,1.0,Y,,3,Monday,10
256215,2022-32220,39.73839078,-104.95869161,2022-07-28,2026-04-19 22:10:00,DENVER,DENVER,DPD,3 - 252D,,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,E 14TH AVE,N JOSEPHINE ST,E 14TH AVE & N JOSEPHINE ST,0.0,At the intersection,N,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,1,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dark-Lighted,Dry,Clear,,,4.0,Straight,1.0,,DR3447,JOSEP,,,,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,East,No contributing action,No apparent contributing factor,East,"Failure to obey traffic signs, signals, or officer",Looked/did not see,1.0,Y,,3,Thursday,22
260399,2022-34408,39.73685632,-104.99572028,2022-09-13,2026-04-19 17:24:00,DENVER,DENVER,DPD,2/631S,,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,W 13TH AVE,SPEER BLVD,W 13TH AVE & SPEER BLVD,0.0,At the intersection,,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0.0,Straight,1.0,,DR3447,SPEER,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Other,East,No contributing action,No apparent contributing factor,East,Other,Other factor,1.0,Y,,3,Tuesday,17
262515,2022-35510,39.7569042,-104.98571926,2022-08-18,2026-04-19 23:22:00,DENVER,DENVER,DPD,3 / 622S,,Pedestrian,Pedestrian,0,0,0,0.0,0.0,0.0,0.0,0.0,25TH ST,LAWRENCE ST,25TH ST & LAWRENCE ST,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,1,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dark-Lighted,Dry,,,,2.0,Straight,2.0,,DR3447,LAWRE,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,North,No contributing action,No apparent contributing factor,East,"Failure to obey traffic signs, signals, or officer",Other factor,1.0,Y,,3,Thursday,23
265117,2022-36850,39.71109348,-105.02992487,2022-08-23,2026-04-19 22:02:00,DENVER,DENVER,DPD,3/452A,,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,S IRVING ST,W ALAMEDA AVE,S IRVING ST & W ALAMEDA AVE,0.0,At the intersection,S,12.7,,0.0,1.0,0.0,0.3,Miles,W,On-roadway,3,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dark-Lighted,Dry,,,26,0.0,Straight,1.0,,DR3447,,,,,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making right turn,North,Unknown,Unknown,99.0,,,,,West,Traveling on sidealk against traffic,No apparent contributing factor,1.0,Y,,3,Tuesday,22
266113,2022-37441,39.74164899,-104.96968132,2022-10-04,2026-04-19 09:55:00,DENVER,DENVER,DPD,CRT-53,,Pedestrian,Pedestrian,0,0,0,0.0,1.0,0.0,0.0,0.0,N HUMBOLDT ST,E 16TH AVE,N HUMBOLDT ST & E 16TH AVE,0.0,At the intersection,,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,1,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Cloudy,,,1.0,Straight,1.0,,DR3447,THAVE,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Going straight,South,Disregard stop sign,Looked/did not see,20.0,,,,,West,No contributing action,No apparent contributing factor,1.0,Y,,4,Tuesday,09
266785,2022-37753,39.7255769,-104.97291456,2022-10-07,2026-04-19 17:43:00,DENVER,DENVER,DPD,3-331A,,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,E 6TH AVE,N DOWNING ST,E 6TH AVE & N DOWNING ST,0.0,At the intersection,SW,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,3,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,1.0,Straight,1.0,,DR3447,DOWNI,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,South,No contributing action,No apparent contributing factor,South,Cross/enter at intersection,Other factor,1.0,Y,,4,Friday,17
270204,2022-39672,39.76228162,-104.98051493,2022-10-17,2026-04-19 07:00:00,DENVER,DENVER,DPD,1/211,2,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,30TH ST,LARIMER ST,30TH ST & LARIMER ST,0.0,At the intersection,,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dawn or Dusk,Dry,Clear,,,0.0,Straight,1.0,,DR3447,LARIM,,,,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making left turn,Southeast,Failed to yield row,Not observed,25.0,,,,,Northeast,Cross/enter at intersection,No apparent contributing factor,1.0,Y,,4,Monday,07
270265,2022-39704,39.73689701,-105.00967627,2022-10-13,2026-04-19 13:27:00,DENVER,DENVER,DPD,1-179A,,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,W 13TH AVE,N SHOSHONE ST,W 13TH AVE & N SHOSHONE ST,200.0,Feet,E,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,1,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Non-intersection,Not Applicable,Daylight,Dry,Clear,,,0.0,Straight,1.0,,DR3447,SHOSH,,,,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Other,West,No contributing action,No apparent contributing factor,West,Other,Unknown,1.0,Y,,4,Thursday,13
272092,2022-40708,39.71657574,-104.98750168,2022-11-09,2026-04-19 15:15:00,DENVER,DENVER,DPD,2/CRT37,,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,E ELLSWORTH AVE,N BROADWAY ST,E ELLSWORTH AVE & N BROADWAY ST,0.0,At the intersection,,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,1,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0.0,Straight,1.0,,DR3447,BROAD,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making left turn,West,Failed to yield row,Looked/did not see,25.0,,,,,West,Traveling on sidewalk with traffic,No apparent contributing factor,1.0,Y,,4,Wednesday,15
273319,2022-41229,39.73829473,-104.92578135,2022-11-13,2026-04-19 01:07:00,DENVER,DENVER,DPD,3/262F,,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,E 14TH AVE,N GLENCOE ST,E 14TH AVE & N GLENCOE ST,0.0,At the intersection,E,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,2,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dark-Lighted,Dry,Clear,,,1.0,Straight,1.0,,DR3447,GLENC,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,East,No contributing action,No apparent contributing factor,East,Traveling along roadway with traffic (in or adjacent to travel lane),Other factor,1.0,Y,,4,Sunday,01
273858,2022-41547,39.75848642,-105.0299306,2022-11-12,2026-04-19 14:46:00,DENVER,DENVER,DPD,2/CRT62,,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,N IRVING ST,W 29TH AVE,N IRVING ST & W 29TH AVE,0.0,At the intersection,,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,1,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Uphill,At Intersection,Not Applicable,Daylight,Dry,Clear,,,1.0,Straight,1.0,,DR3447,29THA,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Slowing,North,,No apparent contributing factor,25.0,,,,,West,Other,Other factor,1.0,Y,,4,Saturday,14
274393,2022-41837,39.71818293,-105.04815704,2022-10-16,2026-04-19 17:57:00,DENVER,DENVER,DPD,2/432D,,Pedestrian,Pedestrian,0,0,0,0.0,0.0,0.0,0.0,0.0,W 1ST AVE,N WOLFF ST,W 1ST AVE & N WOLFF ST,5.0,Feet,N,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,1,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,3.0,Straight,2.0,,DR3447,WOLFF,,,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,East,No contributing action,No apparent contributing factor,East,Other,Other factor,1.0,Y,,4,Sunday,17
275342,2022-42319,39.75499351,-104.99514795,2022-11-07,2026-04-19 15:30:00,DENVER,DENVER,DPD,2/101B,1,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,20TH ST,WAZEE ST,20TH ST & WAZEE ST,0.0,At the intersection,,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Uphill,Intersection Related,Not Applicable,Daylight,Dry,Clear,,,0.0,Straight,1.0,,DR3447,WAZEE,,,,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making right turn,North,Unknown,Unknown,30.0,,,,,South,Traveling on sidealk against traffic; Cross/enter at intersection,No apparent contributing factor,1.0,,Y,4,Monday,15
276437,2022-42923,39.7447909,-104.98921316,2022-11-24,2026-04-19 14:40:00,DENVER,DENVER,DPD,2/632c,,Pedestrian,Pedestrian,0,0,0,0.0,0.0,0.0,0.0,0.0,17TH ST,GLENARM PL,17TH ST & GLENARM PL,0.0,At the intersection,,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,1,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0.0,,2.0,,DR3447,GLENA,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,Northwest,No contributing action,No apparent contributing factor,Northwest,"Failure to obey traffic signs, signals, or officer",Age/ability,1.0,,Y,4,Thursday,14
277520,2022-43550,39.75470838,-105.0059491,2022-11-26,2026-04-19 15:55:00,DENVER,DENVER,DPD,2,3,Pedestrian,Pedestrian,0,0,0,0.0,0.0,0.0,0.0,0.0,LITTLE RAVEN ST,BASSETT CIR,LITTLE RAVEN ST & BASSETT CIR,0.0,At the intersection,SW,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0.0,,2.0,,DR3447,BASSE,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,Northwest,No contributing action,Not observed,Northwest,Failure to yield right-of-way,Other factor,1.0,Y,,4,Saturday,15
280696,2022-44937,39.75008687,-105.00495331,2022-12-05,2026-04-19 11:38:00,DENVER,DENVER,DPD,1-179A,,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,N SPEER BLVD,CHOPPER CIR,N SPEER BLVD & CHOPPER CIR,0.0,At the intersection,,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,4,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0.0,Straight,1.0,,DR3447,CHOPP,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making right turn,Southeast,Failed to yield row,No apparent contributing factor,35.0,,,,,Southeast,Cross/enter at intersection,No apparent contributing factor,1.0,Y,,4,Monday,11
280725,2022-44959,39.74706645,-104.98978429,2022-12-03,2026-04-19 19:30:00,DENVER,DENVER,DPD,2/CRT37,,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,CALIFORNIA ST,18TH ST,CALIFORNIA ST & 18TH ST,0.0,At the intersection,,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,1,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dawn or Dusk,Dry,Clear,,,0.0,Straight,1.0,,DR3447,18THS,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,Northwest,No contributing action,No apparent contributing factor,Northwest,Other,"Distracted/other (food, objects, pets, etc)",1.0,Y,,4,Saturday,19
281241,2022-45187,39.73970211,-105.01662151,2022-10-29,2026-04-19 01:00:00,DENVER,DENVER,DPD,03/163C,1,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,AURARIA PKWY RAMP,W COLFAX AVE,AURARIA PKWY RAMP & W COLFAX AVE,10.0,Feet,N,296.8,,0.0,1.0,0.0,200.0,Feet,W,On-roadway,3,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Intersection Related,Not Applicable,Dark-Unlighted,Dry,Clear,,40,1.0,Straight,1.0,,DR3447,D,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Going straight,Southwest,Careless driving,Not observed,40.0,,,,,West,No contributing action,No apparent contributing factor,1.0,Y,,4,Saturday,01
281903,2022-45543,39.74167888,-104.98613409,2022-12-07,2026-04-19 08:54:00,DENVER,DENVER,DPD,1/621S,,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,E 16TH AVE,N LINCOLN ST,E 16TH AVE & N LINCOLN ST,5.0,Feet,W,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,4,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,10.0,Straight,1.0,,DR3447,LINCO,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making right turn,West,Failed to yield row,Looked/did not see,25.0,,,,,Unknown,No contributing action,No apparent contributing factor,1.0,Y,,4,Wednesday,08
282364,2022-45793,39.74327186,-104.98108424,2022-10-24,2026-04-19 09:57:00,DENVER,DENVER,DPD,1/623d,6,Pedestrian,Pedestrian,0,0,0,0.0,1.0,0.0,0.0,0.0,N PENNSYLVANIA ST,E 17TH AVE,N PENNSYLVANIA ST & E 17TH AVE,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,1,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0.0,Straight,1.0,,DR3447,THAVE,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making left turn,South,Unknown,No apparent contributing factor,25.0,,,,,North,Cross/enter at intersection,No apparent contributing factor,1.0,Y,,4,Monday,09
282858,2022-46030,39.74167599,-104.98203654,2022-12-12,2026-04-19 13:57:00,DENVER,DENVER,DPD,2/CRT62,,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,E 16TH AVE,N LOGAN ST,E 16TH AVE & N LOGAN ST,83.0,Feet,E,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Crossover Related,Not Applicable,Daylight,Dry,Clear,,,0.0,Straight,1.0,,DR3447,LOGAN,,,,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,East,No contributing action,No apparent contributing factor,East,Other,Unfamiliar with area,1.0,Y,,4,Monday,13
284634,2022-46778,39.74000582,-104.98613233,2022-12-16,2026-04-19 15:50:00,DENVER,DENVER,DPD,2/CRT63,,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,E COLFAX AVE,N LINCOLN ST,E COLFAX AVE & N LINCOLN ST,0.0,At the intersection,,298.0,,0.0,1.0,0.0,0.2,Miles,E,On-roadway,4,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dawn or Dusk,Dry,Clear,,040C,1.0,Straight,1.0,,DR3447,,,,,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,West,No contributing action,No apparent contributing factor,West,"Failure to obey traffic signs, signals, or officer",No apparent contributing factor,1.0,Y,,4,Friday,15
288747,2022-48849,39.74960794,-105.00035866,2022-12-27,2026-04-19 23:33:00,DENVER,DENVER,DPD,3/651F,,Pedestrian,Pedestrian,0,0,0,0.0,1.0,0.0,0.0,0.0,15TH ST,BLAKE ST,15TH ST & BLAKE ST,0.0,At the intersection,,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,2,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Intersection Related,Not Applicable,Dark-Lighted,Dry,Clear,,,0.0,Straight,1.0,,DR3447,BLAKE,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,South,No contributing action,No apparent contributing factor,West,"Failure to obey traffic signs, signals, or officer",Looked/did not see,1.0,Y,,4,Tuesday,23
288851,2022-48885,39.74960794,-105.00035866,2022-12-27,2026-04-19 09:43:00,DENVER,DENVER,DPD,1/612C,,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,15TH ST,BLAKE ST,15TH ST & BLAKE ST,0.0,At the intersection,,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,1,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Intersection Related,Not Applicable,Daylight,Dry,Clear,,,1.0,Straight,1.0,,DR3447,BLAKE,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,South,Unknown,Unknown,West,"Failure to obey traffic signs, signals, or officer","Distracted/other (food, objects, pets, etc)",1.0,Y,,4,Tuesday,09
297277,2022-50380,39.72974768,-104.99123199,2022-12-08,2026-04-19 08:45:00,DENVER,DENVER,DPD,1/611A,,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,N SPEER BLVD,N BANNOCK ST,N SPEER BLVD & N BANNOCK ST,0.0,At the intersection,,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,2,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,4.0,Straight,1.0,,DR3447,BANNO,,,,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,South,No contributing action,Sun glare; Looked/did not see,West,"Failure to obey traffic signs, signals, or officer",Other factor,1.0,Y,,4,Thursday,08
310693,2022-52234,39.73367552,-104.97742797,2022-04-22,2026-04-19 16:43:00,DENVER,DENVER,DPD,1-CRT40,1,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,E 11TH AVE,N CLARKSON ST,E 11TH AVE & N CLARKSON ST,45.0,Feet,E,0.0,,0.0,0.0,0.0,0.0,,,Ran off right side,,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Non-intersection,Not Applicable,Daylight,Dry,Rain,,,0.0,Straight,1.0,,DR3447,CLARK,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Entering/leaving parked position,East,Unknown,Unknown,30.0,,,,,Unknown,No contributing action,No apparent contributing factor,1.0,Y,,2,Friday,16
312227,2022-52577,39.74617429,-104.98743185,2022-06-14,2026-04-19 00:14:00,DENVER,DENVER,DPD,3/651F,,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,GLENARM PL,N BROADWAY ST,GLENARM PL & N BROADWAY ST,5.0,Feet,S,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,4,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dark-Lighted,Dry,Clear,,,1.0,Straight,1.0,,DR3447,BROAD,,,,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,South,No contributing action,No apparent contributing factor,East,"Failure to obey traffic signs, signals, or officer",,1.0,Y,,2,Tuesday,00
313957,2022-53145,39.74335811,-104.98737619,2022-08-04,2026-04-19 08:13:00,DENVER,DENVER,DPD,1-CRT,,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,17TH ST,N BROADWAY ST,17TH ST & N BROADWAY ST,0.0,At the intersection,,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,1,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0.0,Straight,1.0,,DR3447,BROAD,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Going straight,South,Careless driving,Not observed,25.0,,,,,South,No contributing action,No apparent contributing factor,1.0,Y,,3,Thursday,08
314340,2022-53276,39.73301555,-105.04165697,2022-08-17,2026-04-19 17:54:00,DENVER,DENVER,DPD,2/142D,1,Pedestrian,Pedestrian,0,1,0,0.0,1.0,0.0,0.0,0.0,W 10TH AVE,N RALEIGH ST,W 10TH AVE & N RALEIGH ST,0.0,At the intersection,,0.0,,0.0,0.0,0.0,0.0,,,On-roadway,1,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Uphill,Intersection Related,Not Applicable,Daylight,Dry,Clear,,,0.0,Straight,1.0,,DR3447,RALEI,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,South,No contributing action,No apparent contributing factor,West,Traveling on sidewalk with traffic,No apparent contributing factor,1.0,Y,,3,Wednesday,17
