id,drcog_id,latitude,longitude,crashdate,crashtime,city,countyname,agencyid,agencydetl,agencycode,crashtype,drcogctype,numbkilled,numbinjurd,privpropty,publicland,totlnmtrst,secndcrash,constrzone,schoolzone,onroad,rfintsctrd,drcoglocat,intofstdis,intfstdisu,intofstdir,milepoint,highwaynam,intsthghwy,statehwy,othrroadwy,mioffstdis,miofstdisu,mioffstdir,location,lnposition,harmevscd1,harmevscd2,harmevscd3,harmevscd4,harmevsmst,roadcntgrd,roaddescrp,apovrtktrn,lightngcon,rdconditin,weatherco1,weatherco2,highwaynum,numlnsblkd,rdcntrcurv,ttlvehicle,wildanimal,crashformv,city_street,rrcrossing,roadsurfac,roadcontur,drcog_hp,drcogsvrty,drcogttlpi,drcogttlmi,drcogttlsi,drcogttlk,drcogocc,drcogoccpi,drcogoccmi,drcogoccsi,drcogoccki,drcognm,drcognmpi,drcognmmi,drcognmsi,drcognmk,drcog_vru,drcogmodes,drcogsctr,drcogmoto,drcogped,drcogbike,drcogvehcl,TU1_vmov,TU1_dir,TU1_dacts,TU1_cfacts,TU1_rspeed,TUx_vmov,TUx_dir,TUx_dacts,TUx_cfacts,nm_dir,nm_actions,nm_cfacts,drcogcheck,cdot_flag,drcog_flag,Quarter,day_of_week,hour
414347,2023-54417,39.76185282,-104.9223032,2023-10-27,2026-04-19 22:24:00,DENVER,01,DPD,3,03,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,E MLK BLVD,N HOLLY ST,E MLK BLVD & N HOLLY ST,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,W01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dark-Lighted,Dry,Clear,,,0,Straight,1.0,,DR3447,HOLLY,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Going straight,West,Unknown,Unknown,35.0,,,,,North,Cross/enter at intersection,No apparent contributing factor,0.0,Y,,4,Friday,22
414355,2023-54420,39.78052429,-104.94975447,2023-12-06,2026-04-19 11:00:00,DENVER,01,DPD,D1/299A,02,Pedestrian,Pedestrian,0,0,0,0,1.0,0,0,0, STEELE ST,E 46TH AVE N, STEELE ST & E 46TH AVE N,10.0,Feet,S,0.0,,0,1,0,0.0,,,On-roadway,W01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0,Straight,1.0,,DR3447,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making right turn,South,Failed to stop at signal,Not observed,35.0,,,,,South,Cross/enter at intersection,No apparent contributing factor,0.0,Y,,4,Wednesday,11
417671,2023-56165,39.75932528,-104.99358903,2023-12-22,2026-04-19 13:58:00,DENVER,01,DPD,2 / CRT54,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,PARK AVE W,DELGANY ST,PARK AVE W & DELGANY ST,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,S04,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,1,Straight,1.0,,DR3447,DELGA,,,,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Making right turn,Southwest,No contributing action,,Southeast,Cross/enter at intersection; Traveling on sidealk against traffic,Inexperience,0.0,Y,,4,Friday,13
417923,2023-56307,39.6683231,-104.94062706,2023-12-28,2026-04-19 16:15:00,DENVER,01,DPD,3/334S,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,4100 E YALE AVE,COLORADO BLVD,4100 E YALE AVE & COLORADO BLVD,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,E01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Driveway Access Related,Not Applicable,Daylight,Dry,Clear,,,0,Straight,1.0,,DR3447,COLOR,,,,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Going straight,East,Unknown,Unknown,99.0,,,,,East,No contributing action,No apparent contributing factor,0.0,Y,,4,Thursday,16
418547,2023-56599,39.66758005,-104.92222668,2023-12-28,2026-04-19 15:45:00,DENVER,DENVER,DPD,2/CRT37,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0, HOLLY ST,E YALE AVE, HOLLY ST & E YALE AVE,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,S01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0,Straight,1.0,,DR3447,YALEA,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making right turn,South,Failed to stop at signal,Distracted/other exterior,25.0,,,,,South,No contributing action,No apparent contributing factor,0.0,Y,,4,Thursday,15
420240,2023-57115,39.69808763,-105.05142401,2023-12-21,2026-04-19 11:56:00,DENVER,01,DPD,2/438S,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,MORRISON RD,W TENNESSEE AVE,MORRISON RD & W TENNESSEE AVE,5.0,Feet,NE,0.0,,0,0,0,0.0,,,On-roadway,N01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Non-intersection,Not Applicable,Daylight,Dry,Clear,,,2,Straight,1.0,,DR3447,TENNE,,,,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,Northeast,,,Northeast,Cross/enter not at intersection; Other,Evading law enforcement officer,0.0,Y,,4,Thursday,11
422938,2023-57486,39.74803538,-104.99197366,2023-12-15,2026-04-19 20:51:00,DENVER,01,DPD,635S,01,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,CHAMPA ST,18TH ST,CHAMPA ST & 18TH ST,200.0,Feet,S,0.0,,0,0,0,0.0,,,On-roadway,SRS,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Driveway Access Related,Not Applicable,Dark-Lighted,Dry,Clear,,,0,Straight,1.0,,DR3447,S0018,,,,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Going straight,East,Careless driving,Aggressive driving,30.0,,,,,North,No contributing action,No apparent contributing factor,0.0,Y,,4,Friday,20
423882,2023-57516,39.75106775,-104.98288662,2023-12-19,2026-04-19 17:05:00,DENVER,01,DPD,3/251A,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,WELTON ST,PARK AVE W,WELTON ST & PARK AVE W,5.0,Feet,E,0.0,,0,0,0,0.0,,,On-roadway,E02,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear,,,0,Straight,1.0,,DR3447,PARKA,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Going straight,Northeast,,,Southeast,"No contributing action; Failure to obey traffic signs, signals, or officer",No apparent contributing factor,0.0,Y,,4,Tuesday,17
431056,2023-57669,39.74167098,-104.97990759,2023-12-12,2026-04-19 09:50:00,DENVER,DENVER,DPD,1-CRT64,01,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,E 16TH AVE,N PEARL ST,E 16TH AVE & N PEARL ST,0.0,At the intersection,,0.0,,0,0,0,0.0,,,On-roadway,E01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Fog,,,0,Straight,1.0,,DR3447,PEARL,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making left turn,West,Followed too closely,Not observed,20.0,,,,,West,Cross/enter at intersection,No apparent contributing factor,0.0,Y,,4,Tuesday,09
431462,2023-57676,39.75196427,-104.9733633,2023-09-01,2026-04-19 16:23:00,DENVER,DENVER,DPD,2 / 231C,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,E 24TH AVE,N. DOWNING ST.,E 24TH AVE & N. DOWNING ST.,5.0,Feet,W,0.0,,0,0,0,0.0,,,On-roadway,W01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Intersection Related,Not Applicable,Daylight,Dry,Clear,,,1,Straight,1.0,,DR3447,DOWNI,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Making left turn,East,,,North,Other,Looked/did not see,0.0,Y,,3,Friday,16
453768,2023-58025,39.7461848,-104.98367102,2023-12-28,2026-04-19 20:37:00,DENVER,DENVER,DPD,2 / 641B,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,E 19TH AVE,N GRANT ST,E 19TH AVE & N GRANT ST,20.0,Feet,W,0.0,,0,0,0,0.0,,,On-roadway,W01,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Non-intersection,Not Applicable,Dark-Lighted,Dry,Clear,,,1,Straight,1.0,,DR3447,GRANT,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Going straight,West,Followed too closely,Distracted/other interior,30.0,,,,,West,No contributing action,No apparent contributing factor,0.0,Y,,4,Thursday,20
460587,2023-58222,39.75154847,-104.99561165,2023-10-14,2026-04-19 09:35:00,DENVER,01,DPD,1/CRT13,,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,18TH ST,MARKET ST,18TH ST & MARKET ST,94.0,Feet,SE,0.0,,0,0,0,0.0,,,On-roadway,,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,Crossover Related,Not Applicable,Daylight,Dry,Cloudy,,,0,Straight,1.0,,DR3447,MARKE,,,,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,,,,,,Making right turn,Southwest,,,Southeast,Traveling along roadway against traffic (in or adjacent to travel lane),Other factor,0.0,Y,,4,Saturday,09
685607,2023-59623,39.74357617,-104.99251207,2023-09-12,2026-04-19 21:42:00,DENVER,01,DPD,3/651d,,Pedestrian,Pedestrian,0,0,0,0,1.0,0,0,0,15TH ST,WELTON ST,15TH ST & WELTON ST,0.0,,N,0.0,,0,0,0,0.0,,,On-roadway,W03,Collision with Non-Motorist:Pedestrian,,,,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dark-Lighted,Dry,Clear,,,0,Straight,1.0,,DR3447,WELTO,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y,,,,1.0,Making right turn,Unknown,No contributing action,No apparent contributing factor,25.0,,,,,Unknown,Cross/enter at intersection,No apparent contributing factor,0.0,Y,,3,Tuesday,21
423172,2024-001369,39.74755296,-104.98295323,2024-01-31,2026-04-19 09:13:00,DENVER,DENVER,DPD,1-625S, ,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0,E 20TH AVE,N GRANT ST,E 20TH AVE & N GRANT ST,150.0,Feet,W,0.0, ,0,0,0,0.0, , ,On-roadway, ,Collision with Non-Motorist:Pedestrian, , , ,Collision with Non-Motorist:Pedestrian,Level,Crossover Related,Not Applicable,Daylight,Dry,Clear, , ,0,Straight,2.0, ,DR3447,GRANT, , , ,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0, , , , ,0.0,Other,North,No contributing action,No apparent contributing factor,West,Other,Unknown,1.0,Y, ,1,Wednesday,09
428805,2024-004070,39.74481992,-104.96720835,2024-02-26,2026-04-19 10:59:00,DENVER,DENVER,DPD,1-CRT64, ,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0, GILPIN ST,E 18TH AVE, GILPIN ST & E 18TH AVE,0.0,At the intersection, ,0.0, ,0,0,0,0.0, , ,On-roadway, ,Collision with Non-Motorist:Pedestrian, , , ,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear, , ,0,Straight,1.0, ,DR3447,THAVE, , , ,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,Going straight,North,Disregard stop sign; Failed to yield row,Looked/did not see,25.0, , , , ,West,Cross/enter at intersection; Traveling along roadway with traffic (in or adjacent to travel lane),No apparent contributing factor,1.0,Y, ,1,Monday,10
428953,2024-004128,39.76925709,-104.91761658,2024-02-26,2026-04-19 12:42:00,DENVER,DENVER,DPD,1, ,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,E 38TH AVE,N KEARNEY ST,E 38TH AVE & N KEARNEY ST,0.0,Feet,E,0.0, ,0,0,0,0.0, , ,On-roadway,E01,Collision with Non-Motorist:Pedestrian, , , ,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear, , ,0,Straight,1.0, ,DR3447,KEARN, , , ,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,Slowing,East,No contributing action,Unknown,15.0, , , , ,South,No contributing action,Unknown,1.0,Y, ,1,Monday,12
430775,2024-004771,39.74256472,-105.02521325,2024-03-02,2026-04-19 17:57:00,DENVER,DENVER,DPD,2/121, ,Sideswipe same direction,Sideswipe same direction,0,1,0,0,1.0,0,0,0, FEDERAL BLVD,W 17TH AVE, FEDERAL BLVD & W 17TH AVE,500.0,Feet,S,283.0, ,0,1,0,900.0,Feet,S,On-roadway,S02,Collision with Motor Vehicle in Transport:Front to Side, , , ,Collision with Motor Vehicle in Transport:Front to Side,Level,Non-intersection,Not Applicable,Daylight,Dry,Clear, , ,2,Straight,1.0, ,DR3447, , , , ,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,Changing lanes,South,Other contributing action,Other factor,35.0, , , , ,South,Traveling along roadway against traffic (in or adjacent to travel lane),Other factor,1.0,Y, ,1,Saturday,17
432619,2024-005753,39.75674926,-104.97554461,2024-02-09,2026-04-19 08:45:00,DENVER,DENVER,DPD,1-211C,1,Pedestrian,Pedestrian,0,1,0,0,0.0,0,0,0,WELTON ST,29TH ST,WELTON ST & 29TH ST,40.0,Feet,NE,0.0, ,0,0,0,0.0, , ,On-roadway,N01,Collision with Non-Motorist:Pedestrian, , , ,Collision with Non-Motorist:Pedestrian,Level,Non-intersection,Not Applicable,Daylight,Wet,Cloudy,Snow, ,1,Straight,2.0, ,DR3447,29THS, , , ,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,Going straight,Southwest,Unknown,Unknown,25.0, , , , ,Southwest,Traveling along roadway against traffic (in or adjacent to travel lane),Other factor,1.0,Y, ,1,Friday,08
433392,2024-006076,39.74752799,-104.98610577,2024-03-01,2026-04-19 14:26:00,DENVER,DENVER,DPD,1/616s, ,Broadside,Broadside,0,1,0,0,1.0,0,0,0,E 20TH AVE,N LINCOLN ST,E 20TH AVE & N LINCOLN ST,0.0,At the intersection, ,0.0, ,0,0,0,0.0, , ,On-roadway,N01,Collision with Motor Vehicle in Transport:Front to Side, , , ,Collision with Motor Vehicle in Transport:Front to Side,Level,At Intersection,Not Applicable,Daylight,Dry,Clear, , ,1,Straight,1.0, ,DR3447,LINCO, , , ,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0, , , , ,0.0,Going straight,North,No contributing action,No apparent contributing factor,West,Traveling along roadway against traffic (in or adjacent to travel lane),No apparent contributing factor,1.0,Y, ,1,Friday,14
434709,2024-006692,39.7474229,-104.91879147,2024-03-07,2026-04-19 12:50:00,DENVER,DENVER,DPD,1/222B, ,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0,E MONTVIEW BLVD,N JASMINE ST,E MONTVIEW BLVD & N JASMINE ST,0.0, , ,0.0, ,0,0,0,0.0, , ,On-roadway,E01,Collision with Non-Motorist:Pedestrian, , , ,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear, , ,1,Straight,2.0, ,DR3447,JASMI, , , ,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0, , , , ,0.0,Going straight,East,Disregard stop sign,No apparent contributing factor,West,Other,Unknown,1.0,Y, ,1,Thursday,12
434915,2024-006794,39.7604786,-105.02524223,2024-03-04,2026-04-19 08:53:00,DENVER,DENVER,DPD,1/113S,1,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0, FEDERAL BLVD,N SPEER BLVD, FEDERAL BLVD & N SPEER BLVD,75.0,Feet,N,284.1, ,0,1,0,75.0,Feet,N,On-roadway,N01,Collision with Non-Motorist:Pedestrian, , , ,Collision with Non-Motorist:Pedestrian,Level,Non-intersection,Not Applicable,Daylight,Dry,Clear, ,287,0,Straight,2.0, ,DR3447, , , , ,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0, , , , ,0.0,Going straight,North,No contributing action,No apparent contributing factor,East,Cross/enter not at intersection,Unknown,1.0,Y, ,1,Monday,08
435476,2024-007096,39.71115914,-104.9875752,2024-03-08,2026-04-19 13:50:00,DENVER,DENVER,DPD,2 / CRT33, ,Pedestrian,Pedestrian,0,0,0,0,1.0,0,0,0, BROADWAY ST,E ALAMEDA AVE, BROADWAY ST & E ALAMEDA AVE,0.0,At the intersection, ,0.0, ,0,0,0,0.0, , ,On-roadway,W02,Collision with Non-Motorist:Pedestrian, , , ,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear, , ,1,Curve Right,1.0, ,DR3447,ALAME, , , ,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,Making right turn,South,Failed to yield row,No apparent contributing factor,35.0, , , , ,North,Cross/enter at intersection,No apparent contributing factor,1.0,Y, ,1,Friday,13
435870,2024-007267,39.76116038,-104.98198335,2024-03-10,2026-04-19 17:51:00,DENVER,DENVER,DPD,2/231A, ,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,2854 LARIMER ST,29TH ST,2854 LARIMER ST & 29TH ST,100.0,Feet,S,0.0, ,0,0,0,0.0, , ,On-roadway,N01,Collision with Non-Motorist:Pedestrian, , , ,Collision with Non-Motorist:Pedestrian,Level,Non-intersection,Not Applicable,Daylight,Dry,Clear, , ,0,Straight,1.0, ,DR3447,29THS, , , ,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,Entering/leaving parked position,North,Careless driving,Unknown,25.0, , , , ,North,No contributing action,No apparent contributing factor,1.0,Y, ,1,Sunday,17
437159,2024-007969,39.71108422,-105.02494154,2024-03-15,2026-04-19 17:43:00,DENVER,DENVER,DPD,2/431A, ,Pedestrian,Pedestrian,0,0,0,0,1.0,0,0,0, FEDERAL BLVD,W ALAMEDA AVE, FEDERAL BLVD & W ALAMEDA AVE,5.0,Feet,N,2.0, ,0,1,0,5.0,Feet,N,On-roadway,S01,Collision with Non-Motorist:Pedestrian, , , ,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry with Visible Icy Road Treatment,Cloudy, ,88,0,Straight,1.0, ,DR3447, , , , ,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0, , , , ,0.0,Making left turn,South,No contributing action,No apparent contributing factor,Unknown,Failure to yield right-of-way; Cross/enter at intersection,Age/ability; Inexperience,1.0,Y, ,1,Friday,17
437307,2024-008046,39.74020806,-104.91994635,2024-03-16,2026-04-19 10:52:00,DENVER,DENVER,DPD,1-222A, ,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,E COLFAX AVE,N IVY ST,E COLFAX AVE & N IVY ST,0.0,Feet,N,0.0, ,0,1,0,0.0,Feet,W,On-roadway,N01,Collision with Non-Motorist:Pedestrian, , , ,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear, ,287,0,Straight,1.0, ,DR3447, , , , ,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0, , , , ,0.0,Making right turn,West,Unknown,No apparent contributing factor,West,Failure to yield right-of-way,No apparent contributing factor,1.0,Y, ,1,Saturday,10
437434,2024-008107,39.74327313,-104.98358893,2024-03-17,2026-04-19 22:00:00,DENVER,DENVER,DPD,3/662D,1,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0,E 17TH AVE,N GRANT ST,E 17TH AVE & N GRANT ST,0.0,At the intersection, ,0.0, ,0,0,0,0.0, , ,On-roadway, ,Collision with Non-Motorist:Pedestrian, , , ,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Dark-Lighted,Dry,Clear, , ,0, ,2.0, ,DR3447,GRANT, , , ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,Making right turn,South,Unknown,Unknown,35.0, , , , ,South,No contributing action,Unknown,1.0,Y, ,1,Sunday,22
438370,2024-008568,39.76928806,-105.01120246,2024-03-19,2026-04-19 07:15:00,DENVER,DENVER,DPD,1 / 113C, ,Bicycle/motorized bicycle,Bicycle,0,2,0,0,2.0,0,0,0,W 38TH AVE,N TEJON ST,W 38TH AVE & N TEJON ST,0.0,At the intersection,E,0.0, ,0,0,0,0.0, , ,On-roadway,E01,Collision with Non-Motorist:Bicycle/Motorized Bicycle,Collision with Non-Motorist:Pedestrian, , ,Collision with Non-Motorist:Bicycle/Motorized Bicycle,Level,At Intersection,Not Applicable,Daylight,Dry,Clear, , ,1,Straight,1.0, ,DR3447,TEJON, , , ,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,Y,Motorvehicle; Bicycle; Scooter,Y, , ,Y,1.0,Going straight,East,Careless driving,Looked/did not see,35.0, , , , ,North; North,Cross/enter at intersection; Cross/enter at intersection,No apparent contributing factor; No apparent contributing factor,1.0,Y, ,1,Tuesday,07
438377,2024-008572,39.74839606,-104.99152022,2024-03-19,2026-04-19 17:35:00,DENVER,DENVER,DPD,06/632D,1,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,CHAMPA ST,18TH ST,CHAMPA ST & 18TH ST,0.0,At the intersection, ,0.0, ,0,0,0,0.0, , ,On-roadway,W03,Collision with Non-Motorist:Pedestrian, , , ,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear, , ,0,Straight,1.0, ,DR3447,S0018, , , ,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0,Going straight,Northwest,Unknown,Unknown,99.0, , , , ,Northeast,No contributing action,No apparent contributing factor,1.0,Y, ,1,Tuesday,17
438758,2024-008781,39.68220468,-105.0040789,2024-03-20,2026-04-19 17:43:00,DENVER,DENVER,DPD,2/443E, ,Pedestrian,Pedestrian,0,1,0,0,1.0,0,0,0,W JEWELL AVE,S NAVAJO ST,W JEWELL AVE & S NAVAJO ST,0.0,At the intersection, ,0.0, ,0,0,0,0.0, , ,On-roadway,W01,Collision with Non-Motorist:Pedestrian, , , ,Collision with Non-Motorist:Pedestrian,Uphill,At Intersection,Not Applicable,Daylight,Dry,Clear, , ,1,Straight,1.0, ,DR3447,NAVAJ, , , ,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0, , , , ,0.0,Going straight,West,No contributing action,No apparent contributing factor,South,Cross/enter at intersection,Looked/did not see,1.0,Y, ,1,Wednesday,17
439078,2024-008940,39.75446033,-104.95857026,2024-03-21,2026-04-19 15:39:00,DENVER,DENVER,DPD,2/ 233S,2,Pedestrian,Pedestrian,0,0,0,0,0.0,0,0,0,E 26TH AVE,N JOSEPHINE ST,E 26TH AVE & N JOSEPHINE ST,0.0,At the intersection, ,0.0, ,0,0,0,0.0, , ,On-roadway, ,Collision with Non-Motorist:Pedestrian, , , ,Collision with Non-Motorist:Pedestrian,Level,At Intersection,Not Applicable,Daylight,Dry,Clear, , ,0,Straight,2.0, ,DR3447,JOSEP, , , ,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Y,Motorvehicle; Scooter,Y, , , ,1.0, , , , ,0.0,Going straight,East,No contributing action,No apparent contributing factor,East,Traveling along roadway with traffic (in or adjacent to travel lane),Unknown,1.0,Y, ,1,Thursday,15
